date,close
2016-10-20,43413.0023
2016-10-21,43356.7308
2016-10-24,43556.7176
2016-10-25,43258.8214
2016-10-26,43098.287
2016-10-27,42791.474
2016-10-28,42776.9068
2016-10-31,42838.3552
2016-11-01,42476.1874
2016-11-02,42175.9842
2016-11-03,42015.6997
2016-11-04,42040.4862
2016-11-07,42984.1957
2016-11-08,43252.9273
2016-11-09,43712.0388
2016-11-10,43874.9744
2016-11-11,43781.3693
2016-11-14,43856.4098
2016-11-15,44141.9783
2016-11-16,44051.948
2016-11-17,44273.1875
2016-11-18,44100.869
2016-11-21,44461.71
2016-11-22,44629.9896
2016-11-23,44696.7529
2016-11-25,44846.8132
2016-11-28,44583.3644
2016-11-29,44668.6773
2016-11-30,44464.9007
2016-12-01,44224.1976
2016-12-02,44325.3294
2016-12-05,44629.4697
2016-12-06,44765.0601
2016-12-07,45339.6406
2016-12-08,45477.826
2016-12-09,45610.1441
2016-12-12,45480.4962
2016-12-13,45685.7171
2016-12-14,45252.8787
2016-12-15,45361.15
2016-12-16,45267.8951
2016-12-19,45335.6505
2016-12-20,45506.1884
2016-12-21,45381.6541
2016-12-22,45225.3699
2016-12-23,45314.1886
2016-12-27,45453.6246
2016-12-28,45019.8285
2016-12-29,45040.9419
2016-12-30,44831.893000000004
2017-01-03,45190.6382
2017-01-04,45633.5574
2017-01-05,45595.8388
2017-01-06,45788.2698
2017-01-09,45577.6176
2017-01-10,45675.0956
2017-01-11,45754.1298
2017-01-12,45693.2352
2017-01-13,45785.833
2017-01-17,45663.635800000004
2017-01-18,45795.1245
2017-01-19,45607.2956
2017-01-20,45750.6016
2017-01-23,45670.0903
2017-01-24,46023.8772
2017-01-25,46368.272899999996
2017-01-26,46275.5007
2017-01-27,46210.4819
2017-01-30,45942.4917
2017-01-31,45943.6009
2017-02-01,45883.5346
2017-02-02,45938.4928
2017-02-03,46232.798
2017-02-06,46127.8635
2017-02-07,46152.1915
2017-02-08,46294.207
2017-02-09,46622.0503
2017-02-10,46840.7702
2017-02-13,47042.9691
2017-02-14,47139.5203
2017-02-15,47360.511
2017-02-16,47310.7993
2017-02-17,47403.2171
2017-02-21,47702.1894
2017-02-22,47605.4687
2017-02-23,47493.7469
2017-02-24,47636.9298
2017-02-27,47761.808
2017-02-28,47672.3347
2017-03-01,48224.7292
2017-03-02,47904.9078
2017-03-03,47897.0097
2017-03-06,47711.9683
2017-03-07,47552.3988
2017-03-08,47480.7336
2017-03-09,47477.2716
2017-03-10,47638.1761
2017-03-13,47752.7018
2017-03-14,47575.5963
2017-03-15,47991.2176
2017-03-16,47856.2045
2017-03-17,47886.6622
2017-03-20,47763.4118
2017-03-21,47178.4945
2017-03-22,47308.4271
2017-03-23,47263.5941
2017-03-24,47212.6356
2017-03-27,47189.0785
2017-03-28,47525.971
2017-03-29,47644.2566
2017-03-30,47729.0088
2017-03-31,47690.551
2017-04-03,47624.1449
2017-04-04,47556.5752
2017-04-05,47431.9235
2017-04-06,47619.8132
2017-04-07,47594.2377
2017-04-10,47689.5503
2017-04-11,47669.8601
2017-04-12,47394.3424
2017-04-13,47126.0642
2017-04-17,47567.0316
2017-04-18,47398.5601
2017-04-19,47454.0367
2017-04-20,47826.7506
2017-04-21,47720.7183
2017-04-24,48238.5935
2017-04-25,48513.2473
2017-04-26,48538.252
2017-04-27,48574.6134
2017-04-28,48492.5079
2017-05-01,48546.7103
2017-05-02,48703.5158
2017-05-03,48588.1963
2017-05-04,48745.1403
2017-05-05,48973.9617
